"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-ND1",1.15234707048446e-126,0.262907588322432,0.832,0.808,3.86474160499079e-122,"C2","MT-ND1"
"IL2RB.1",1.22100047549579e-126,0.365358146666382,0.249,0.168,4.09499139471778e-122,"C2","IL2RB"
"NPC2.1",6.49719433817504e-126,-0.420333803333391,0.227,0.368,2.17902903713714e-121,"C2","NPC2"
"CD96.1",1.25344574950171e-125,0.390234556159323,0.488,0.435,4.20380635467884e-121,"C2","CD96"
"CDK2AP2.1",4.74715849354108e-125,0.405141505181281,0.519,0.475,1.59210201556381e-120,"C2","CDK2AP2"
"GPR171.1",4.2398708534535e-124,-0.329613115478157,0.186,0.311,1.42196788683123e-119,"C2","GPR171"
"CYTH4",4.51375373719268e-123,0.337318153287728,0.202,0.13,1.51382272837968e-118,"C2","CYTH4"
"WDR1.1",6.66651529034133e-123,0.329100905609947,0.628,0.611,2.23581589807467e-118,"C2","WDR1"
"PSME2.1",1.59545097871897e-122,0.250756187572148,0.812,0.805,5.35082349242768e-118,"C2","PSME2"
"AC004865.2",3.27605753373975e-121,0.288159067562471,0.14,0.078,1.09872417566564e-116,"C2","AC004865.2"
"LINC02446.1",4.2208672694765e-121,0.475270546232683,0.152,0.083,1.41559446483703e-116,"C2","LINC02446"
"PXN",3.10780686134743e-120,0.390900139775554,0.245,0.173,1.0422962651587e-115,"C2","PXN"
"PRR13.1",4.23812211617817e-120,0.259230939229006,0.771,0.783,1.42138139532383e-115,"C2","PRR13"
"SKAP1.1",1.0355989499467e-117,0.316929799278127,0.6,0.581,3.47319175833124e-113,"C2","SKAP1"
"CARD16.1",1.1271273388794e-117,0.343979523429426,0.515,0.472,3.78015966913372e-113,"C2","CARD16"
"SIRT2.1",1.60305485669105e-116,0.378273791483921,0.282,0.212,5.37632537837044e-112,"C2","SIRT2"
"CEP78",4.22102087670363e-114,0.342976886372908,0.164,0.099,1.41564598162886e-109,"C2","CEP78"
"RGS1.1",4.59734698005303e-114,-0.378796842104711,0.104,0.198,1.54185823017019e-109,"C2","RGS1"
"BZW1.1",1.32965414296163e-112,0.31316891555635,0.576,0.558,4.45939406466471e-108,"C2","BZW1"
"DGKD",1.33077470962938e-110,0.319860596892839,0.167,0.103,4.46315222115501e-106,"C2","DGKD"
"IER2",1.77196634939142e-110,0.319630015375591,0.538,0.488,5.94282074258895e-106,"C2","IER2"
"ITGB7.1",1.01254704331118e-109,0.395782836923321,0.328,0.265,3.39588027385702e-105,"C2","ITGB7"
"IGF2R",3.51507539409034e-109,0.307301447772369,0.162,0.098,1.17888598567002e-104,"C2","IGF2R"
"TMX4.1",6.23977584067807e-109,0.378024869156026,0.426,0.375,2.09269602144661e-104,"C2","TMX4"
"FTH1.1",3.49416053522195e-108,-0.943231530457916,0.992,0.99,1.17187156030274e-103,"C2","FTH1"
"PKM.1",1.48686703003842e-107,-0.255606726228811,0.62,0.759,4.98665464534287e-103,"C2","PKM"
"IL10RA.1",2.80204800983547e-107,0.363942951492712,0.426,0.372,9.39750861538619e-103,"C2","IL10RA"
"PTP4A2.1",2.84264769876707e-105,0.360407930708643,0.486,0.454,9.533671852125e-101,"C2","PTP4A2"
"ATP8A1",3.14811020103116e-105,0.28865392964643,0.163,0.101,1.05581319922183e-100,"C2","ATP8A1"
"LGALS3.1",9.85535011336195e-105,-1.04443397700006,0.191,0.288,3.30528732101933e-100,"C2","LGALS3"
"POLR2L.1",3.04632289123069e-104,0.25000567990744,0.722,0.732,1.02167577126095e-99,"C2","POLR2L"
"HIST1H1D",4.2962303361773e-104,0.641440159851957,0.466,0.418,1.44086973014714e-99,"C2","HIST1H1D"
"DRAP1.1",1.0782590771813e-103,0.271832299035975,0.678,0.681,3.61626529305064e-99,"C2","DRAP1"
"BRI3",1.77672970038944e-103,-0.260187784276522,0.064,0.143,5.9587960691661e-99,"C2","BRI3"
"ANXA4.1",1.85774686362779e-103,0.341300880467554,0.203,0.139,6.23051143123489e-99,"C2","ANXA4"
"MRPL10.1",2.40585015263844e-103,0.362225856468914,0.333,0.269,8.06874024191882e-99,"C2","MRPL10"
"FYB1",3.0011540743269e-103,-0.267264191648533,0.648,0.756,1.00652705344776e-98,"C2","FYB1"
"MAPK1",1.0122182931788e-102,0.342168061983867,0.187,0.123,3.39477771166307e-98,"C2","MAPK1"
"TNFSF14.1",3.35660249847443e-101,0.252890696268553,0.139,0.081,1.12573734593836e-96,"C2","TNFSF14"
"IDH2.1",5.88596051385377e-101,0.347949056482715,0.428,0.377,1.97403343713628e-96,"C2","IDH2"
"STK10.1",8.31201247124335e-100,0.380629268090645,0.382,0.33,2.7876827426056e-95,"C2","STK10"
"NDUFA3",8.43156170041554e-100,0.267029323861317,0.686,0.7,2.82777716308536e-95,"C2","NDUFA3"
"PRDM1.1",4.04429183542151e-99,0.355359278809018,0.408,0.346,1.35637459576367e-94,"C2","PRDM1"
"PPP1R15A.1",4.68059108387325e-99,-0.323657243627603,0.215,0.327,1.56977663770941e-94,"C2","PPP1R15A"
"PRELID1.1",5.81016170094844e-99,0.275403347676828,0.636,0.64,1.94861203126409e-94,"C2","PRELID1"
"ARHGEF1.1",1.45888951842478e-98,0.341272197827626,0.496,0.468,4.89282366689304e-94,"C2","ARHGEF1"
"PYCARD.1",1.56582063694466e-98,0.345834360552525,0.467,0.427,5.25144925218502e-94,"C2","PYCARD"
"PRMT2.1",3.01092710936922e-98,0.299468319525938,0.653,0.649,1.00980473394025e-93,"C2","PRMT2"
"ACTR2.1",3.15934187166629e-98,0.314015619645415,0.591,0.584,1.05958007691944e-93,"C2","ACTR2"
"ZNF600",3.34075102752533e-98,0.290307766205438,0.14,0.083,1.12042107961145e-93,"C2","ZNF600"
"TMEM109",6.52363636139323e-98,0.375434613769636,0.347,0.292,2.18789716288406e-93,"C2","TMEM109"
"GLIPR1.1",1.61680222801576e-97,0.312305891158456,0.446,0.386,5.42243131231927e-93,"C2","GLIPR1"
"NDUFB7.1",2.63521480339086e-97,0.351137593347799,0.502,0.487,8.83798340761227e-93,"C2","NDUFB7"
"TSPAN32",4.94512286882441e-97,0.252324915224829,0.121,0.069,1.65849530774633e-92,"C2","TSPAN32"
"FBXO6.1",1.09542014109437e-96,0.295511637377323,0.164,0.104,3.67382006920231e-92,"C2","FBXO6"
"MT1E.1",1.72423268263836e-96,0.280899242389146,0.181,0.117,5.78273157103253e-92,"C2","MT1E"
"CKLF.1",6.18807047822708e-96,0.372141530538644,0.545,0.514,2.0753550769878e-91,"C2","CKLF"
"CLEC2D.1",8.70618984929125e-96,0.321803453543116,0.514,0.48,2.9198819516553e-91,"C2","CLEC2D"
"FKBP11.1",2.17997654632235e-95,0.350925259989837,0.421,0.372,7.31120534105591e-91,"C2","FKBP11"
"LNPEP",4.25289196405492e-95,0.379203375760626,0.368,0.318,1.42633490690474e-90,"C2","LNPEP"
"P4HB.1",1.71920896495709e-93,0.306844826544622,0.568,0.552,5.76588302667308e-89,"C2","P4HB"
"PTPN6",1.5539350871243e-91,0.384716064809555,0.502,0.48,5.21158749519747e-87,"C2","PTPN6"
"ABHD17A",5.07840274271649e-91,0.317226530823852,0.191,0.131,1.70319471185226e-86,"C2","ABHD17A"
"ARHGAP30.1",1.44896275487243e-90,0.33328430112283,0.495,0.47,4.85953128729116e-86,"C2","ARHGAP30"
"CBLB.1",2.36007206693052e-90,0.329030939551567,0.287,0.223,7.91520969807159e-86,"C2","CBLB"
"CALHM2.1",5.8561782012425e-90,0.305171718054593,0.188,0.128,1.96404504513271e-85,"C2","CALHM2"
"CYFIP2",8.79878857188856e-90,0.36354763167511,0.42,0.384,2.95093771123999e-85,"C2","CYFIP2"
"GPX4",4.524129793479e-89,-0.284501318179659,0.559,0.709,1.51730265013699e-84,"C2","GPX4"
"PTK2B.1",4.84127896110534e-89,0.336846553104578,0.217,0.156,1.62366813797551e-84,"C2","PTK2B"
"KIF21A",1.33212568427334e-88,0.266497641854881,0.142,0.087,4.46768311991594e-84,"C2","KIF21A"
"PTRH1",6.06412416915549e-88,0.289109117759092,0.145,0.092,2.03378596385137e-83,"C2","PTRH1"
"ACTR3.1",6.37201884451312e-88,0.265924569072874,0.731,0.746,2.13704768007281e-83,"C2","ACTR3"
"PTGER2.1",1.05996787422178e-87,0.296359140544088,0.466,0.408,3.55492025656502e-83,"C2","PTGER2"
"RPS6KA1.1",1.94275338499511e-87,0.356110089334404,0.278,0.222,6.51560630259658e-83,"C2","RPS6KA1"
"COPS9.1",1.41452678913117e-86,0.263650995359474,0.595,0.6,4.74403994538812e-82,"C2","COPS9"
"UBE2V1",3.79722556946165e-86,0.287520655981275,0.579,0.581,1.27351351148605e-81,"C2","UBE2V1"
"ITCH",1.50035735859178e-85,0.324523264478721,0.198,0.14,5.03189850924513e-81,"C2","ITCH"
"BCL2L1.1",2.11108860755958e-85,0.318264408933473,0.218,0.158,7.08016897203332e-81,"C2","BCL2L1"
"SLC20A1",3.22257109105327e-84,0.323675548497355,0.201,0.143,1.08078589251745e-79,"C2","SLC20A1"
"CFLAR.1",1.09262065237607e-83,0.29853586775033,0.542,0.525,3.66443114393888e-79,"C2","CFLAR"
"ITGA4.1",3.05855818469504e-83,0.267600535261769,0.56,0.511,1.02577924398302e-78,"C2","ITGA4"
"CCDC85B",5.35550967258436e-83,0.269741117729538,0.609,0.612,1.79613083399134e-78,"C2","CCDC85B"
"PIP4K2A.1",2.83763313340024e-82,0.315406419830705,0.209,0.151,9.51685400279773e-78,"C2","PIP4K2A"
"P2RY8.1",3.78192251893928e-82,0.361190672364214,0.329,0.281,1.26838117440186e-77,"C2","P2RY8"
"PPP3CC.1",7.70922289442444e-81,0.359178022895965,0.361,0.319,2.58551917433207e-76,"C2","PPP3CC"
"TMED9.1",1.40626009924971e-80,0.309087080430567,0.459,0.435,4.71631512086368e-76,"C2","TMED9"
"TAOK3.1",1.19793595147839e-79,0.350434489582678,0.392,0.358,4.01763759406821e-75,"C2","TAOK3"
"IFITM3",3.83733233018993e-79,-0.524723426209981,0.046,0.105,1.2869645168991e-74,"C2","IFITM3"
"ZYX.1",1.32674889894912e-78,0.27997457095997,0.515,0.495,4.44965045729557e-74,"C2","ZYX"
"MTPN.1",2.68739533829264e-78,0.288252264457814,0.541,0.543,9.01298648556585e-74,"C2","MTPN"
"SPCS2.1",4.73281421061493e-78,0.288483309370204,0.565,0.573,1.58729122995604e-73,"C2","SPCS2"
"AREG",1.01584343572764e-77,-0.259831439106309,0.101,0.178,3.40693571474335e-73,"C2","AREG"
"GYG1.1",2.5204279952939e-77,0.320004243669609,0.334,0.282,8.4530114106167e-73,"C2","GYG1"
"RAB9A",7.11282509695892e-77,0.314170750563307,0.218,0.162,2.38549928101808e-72,"C2","RAB9A"
"WAS.1",1.37225595649055e-76,0.276828729313569,0.566,0.568,4.60227202687801e-72,"C2","WAS"
"AKAP13.1",7.02492653232116e-75,0.28386636695056,0.524,0.509,2.35601986040987e-70,"C2","AKAP13"
"PTPN22.1",1.408997020919e-74,0.293534709631362,0.212,0.156,4.72549420875816e-70,"C2","PTPN22"
"SHISA5.1",4.08553134327599e-74,0.274059991100029,0.57,0.572,1.3702055019079e-69,"C2","SHISA5"
"DOCK8.1",1.7577011826344e-73,0.321887092536438,0.418,0.389,5.89497822631925e-69,"C2","DOCK8"
"HENMT1",2.55053979684423e-73,0.284893837939921,0.165,0.113,8.55400037065618e-69,"C2","HENMT1"
"ALOX5AP.1",7.69148123927096e-73,0.302507464718764,0.585,0.567,2.57956897802669e-68,"C2","ALOX5AP"
"NCOR1.1",8.53927612056621e-73,0.278893527303174,0.542,0.544,2.86390242531549e-68,"C2","NCOR1"
"PRKACB",1.26358022494235e-72,0.340424464343736,0.336,0.292,4.23779535841167e-68,"C2","PRKACB"
"BTN3A3",1.89741198463092e-72,0.31643031272203,0.206,0.154,6.36354031405516e-68,"C2","BTN3A3"
"TGFB1.1",9.52939864157373e-72,0.324867352233027,0.363,0.323,3.195969716411e-67,"C2","TGFB1"
"JUN.1",1.04351936125483e-71,-0.40214214500468,0.356,0.472,3.49975523377646e-67,"C2","JUN"
"DDIT4",1.48179425876639e-70,0.28918343698821,0.671,0.644,4.96964158505071e-66,"C2","DDIT4"
"RAB5IF.1",2.5005217852415e-69,0.326089416395847,0.419,0.397,8.38624996334294e-65,"C2","RAB5IF"
"ZNF428",7.66584121483415e-69,0.311452293603717,0.401,0.374,2.57096982663108e-64,"C2","ZNF428"
"USP11",1.2528157999497e-68,0.292813572045861,0.211,0.158,4.20169362987129e-64,"C2","USP11"
"KLF3",1.95825740863998e-68,0.37809296098448,0.425,0.4,6.56760369709677e-64,"C2","KLF3"
"SLC25A20",2.13856687275961e-67,0.287101463030265,0.172,0.123,7.17232557786118e-63,"C2","SLC25A20"
"VAMP5.1",7.52603564413547e-67,0.302702187982748,0.437,0.408,2.52408183433015e-62,"C2","VAMP5"
"RAB8B.1",1.0094119633151e-66,0.339114409979692,0.293,0.249,3.38536584256618e-62,"C2","RAB8B"
"CXCR3.1",1.17983668793375e-66,0.319840621512483,0.282,0.219,3.95693628399223e-62,"C2","CXCR3"
"KMT2E.1",1.40404683080507e-66,0.250997649597502,0.604,0.619,4.70889226115405e-62,"C2","KMT2E"
"ADAM8.1",3.35998719665811e-66,0.27539326150188,0.178,0.128,1.1268725060152e-61,"C2","ADAM8"
"TAGLN2.1",8.02165691078878e-66,-0.306531051036869,0.816,0.862,2.69030329474034e-61,"C2","TAGLN2"
"VPS37B.1",8.87033586212418e-66,0.289540351626858,0.21,0.159,2.97493324143921e-61,"C2","VPS37B"
"SLFN12L",1.32174360341754e-65,0.289592755857749,0.28,0.231,4.43286369714176e-61,"C2","SLFN12L"
"DNAJC8",1.41276174824953e-65,0.300071236304626,0.517,0.524,4.73812035127928e-61,"C2","DNAJC8"
"LBR.1",7.80349714298378e-65,0.330876731630939,0.367,0.335,2.6171368718139e-60,"C2","LBR"
"GRAP2",6.64583819592948e-64,0.29161754094402,0.257,0.21,2.22888121415083e-59,"C2","GRAP2"
"AGTPBP1",9.61327415718057e-64,0.300230922209778,0.192,0.144,3.22409988683522e-59,"C2","AGTPBP1"
"TUBA4A.1",1.6705702170971e-63,0.276883668165366,0.454,0.431,5.60275839410025e-59,"C2","TUBA4A"
"CD226.1",1.88796554802512e-63,0.282429376195676,0.207,0.159,6.33185885496666e-59,"C2","CD226"
"DGKZ",6.01076623932129e-62,0.306251260575509,0.224,0.176,2.01589078134358e-57,"C2","DGKZ"
"ROCK1.1",1.81907466609586e-60,0.30734673441881,0.417,0.396,6.10081261515229e-56,"C2","ROCK1"
"SDF2L1.1",3.69899072230882e-60,0.330421388595779,0.323,0.282,1.24056750844793e-55,"C2","SDF2L1"
"INPP5D.1",5.23312322699476e-60,0.305550204202614,0.254,0.209,1.7550848678695e-55,"C2","INPP5D"
"CYB561D2.2",1.55410813217568e-59,0.314091018268539,0.27,0.229,5.2121678536908e-55,"C2","CYB561D2"
"VGLL4",5.69385420144751e-59,0.251262547004477,0.148,0.104,1.90960482208146e-54,"C2","VGLL4"
"GTF3C1",1.57720811573515e-58,0.28536185501973,0.185,0.139,5.28964057855255e-54,"C2","GTF3C1"
"MRPS6.1",1.62305811220356e-58,0.313450254895316,0.469,0.463,5.44341229670829e-54,"C2","MRPS6"
"SCAMP2",1.69996810661596e-58,0.27684201281064,0.474,0.475,5.70135303596861e-54,"C2","SCAMP2"
"KCNAB2",3.39622512328837e-58,0.321916299478707,0.266,0.225,1.13902598184845e-53,"C2","KCNAB2"
"TERF2IP.1",1.07492942299656e-57,0.284440203411954,0.445,0.433,3.60509829884587e-53,"C2","TERF2IP"
"VPS13C.1",3.04761392944282e-57,0.321829841042639,0.367,0.339,1.02210875965653e-52,"C2","VPS13C"
"SYT11.1",3.65665835842095e-57,0.263369470633491,0.15,0.106,1.22637008024722e-52,"C2","SYT11"
"MED15.1",2.42860119871732e-56,0.321522687505153,0.254,0.212,8.14504270025814e-52,"C2","MED15"
"DUSP1.1",1.45495062546735e-54,-0.303034192592799,0.321,0.421,4.87961340769239e-50,"C2","DUSP1"
"ARHGEF3",7.28992359738934e-54,0.320183722423401,0.312,0.278,2.44489457609244e-49,"C2","ARHGEF3"
"MIEN1.1",1.74154561686792e-53,0.29009925992421,0.416,0.405,5.84079568985163e-49,"C2","MIEN1"
"NFATC3",4.86694187807639e-53,0.321100418173527,0.269,0.23,1.63227496706926e-48,"C2","NFATC3"
"DSTN.1",9.31611107101353e-53,0.294703972076388,0.448,0.442,3.12443733099652e-48,"C2","DSTN"
"UBE2E3.1",1.17802115862988e-52,0.293195834763135,0.295,0.258,3.95084736181289e-48,"C2","UBE2E3"
"BUB3",3.90649701979305e-52,0.262900938259962,0.5,0.508,1.31016097049819e-47,"C2","BUB3"
"FERMT3.1",2.75699379185815e-51,0.260864557322544,0.395,0.377,9.24640577913386e-47,"C2","FERMT3"
"TAPBP.1",3.15795060192501e-51,0.271638158850308,0.499,0.503,1.05911347287361e-46,"C2","TAPBP"
"MFSD10.1",3.54077785725289e-51,0.300391442840575,0.365,0.343,1.18750607776547e-46,"C2","MFSD10"
"VASP.1",4.00357374471866e-51,0.297383388898716,0.305,0.271,1.34271856250374e-46,"C2","VASP"
"HPS3",5.83630230029844e-51,0.252701167845827,0.16,0.119,1.95737906547409e-46,"C2","HPS3"
"ACAP2.1",1.74525576956474e-50,0.293894461180631,0.44,0.44,5.85323879996623e-46,"C2","ACAP2"
"KLF13",2.42324735482872e-50,0.293850742217559,0.229,0.188,8.12708697862456e-46,"C2","KLF13"
"MEAF6",7.86864069297473e-50,0.266695104197835,0.472,0.484,2.63898471560987e-45,"C2","MEAF6"
"BCL2A1.1",8.09276388927171e-50,-0.430736826376412,0.081,0.134,2.71415115318395e-45,"C2","BCL2A1"
"IFNGR1.1",9.59647193160432e-50,0.285244862787961,0.242,0.202,3.21846475642146e-45,"C2","IFNGR1"
"ITM2C.1",2.25960311391563e-49,0.454711570268309,0.182,0.139,7.57825692345023e-45,"C2","ITM2C"
"NLRC3.1",1.24880187120577e-48,0.25168133059219,0.211,0.169,4.18823171564991e-44,"C2","NLRC3"
"KLRB1.1",1.87911266881937e-48,0.391234956081645,0.382,0.34,6.30216806868639e-44,"C2","KLRB1"
"DEF6.1",2.54640893607705e-48,0.274077925221897,0.409,0.395,8.54014628981521e-44,"C2","DEF6"
"BAX.1",6.48736389423138e-48,0.257682494967422,0.55,0.562,2.17573210284732e-43,"C2","BAX"
"SH3BP1.1",6.49977057337709e-48,0.302914271579193,0.297,0.265,2.17989305489921e-43,"C2","SH3BP1"
"CCDC12",2.09615509945325e-47,0.28242018007699,0.386,0.377,7.0300849725463e-43,"C2","CCDC12"
"LSM14A",4.42249662027552e-47,0.250275588105705,0.526,0.546,1.483216916508e-42,"C2","LSM14A"
"CD58.1",3.0354905827953e-46,0.267020824779484,0.284,0.246,1.01804283165789e-41,"C2","CD58"
"STARD3NL",2.59763170385822e-45,0.283916222703131,0.197,0.158,8.71193720839969e-41,"C2","STARD3NL"
"HIST1H2AM",4.57162606584613e-45,0.250787025013982,0.124,0.088,1.53323194996348e-40,"C2","HIST1H2AM"
"CCDC88C",1.58227612983089e-44,0.286439671393618,0.24,0.204,5.30663768422684e-40,"C2","CCDC88C"
"CDC42SE1.1",6.84612268860027e-44,0.260772902554987,0.48,0.488,2.29605262730276e-39,"C2","CDC42SE1"
"LINC01943.1",7.57093080697343e-44,-0.275235842771155,0.079,0.126,2.53913877404275e-39,"C2","LINC01943"
"RSBN1L",8.00181899943349e-44,0.278167594447346,0.395,0.387,2.68365005603e-39,"C2","RSBN1L"
"SYNRG.1",3.45698767861801e-43,0.264684052783775,0.407,0.395,1.15940452765491e-38,"C2","SYNRG"
"SAMD9L.1",4.78040812138838e-43,0.250876177929421,0.247,0.209,1.60325327575123e-38,"C2","SAMD9L"
"FBXL5",1.24911035915707e-42,0.290709504750678,0.272,0.242,4.18926632254098e-38,"C2","FBXL5"
"TES",1.89327088230333e-42,0.306235210964017,0.375,0.364,6.3496518850689e-38,"C2","TES"
"CCPG1.1",2.55458910448475e-42,0.255370440108639,0.196,0.158,8.56758093862094e-38,"C2","CCPG1"
"DENND2D",5.76564311861096e-42,0.263344499996469,0.418,0.405,1.93368138911974e-37,"C2","DENND2D"
"KDM5A.1",8.19769623061597e-42,0.287198322772631,0.324,0.301,2.74934336182398e-37,"C2","KDM5A"
"ARL5A",3.19764769958885e-41,0.289526984324545,0.379,0.375,1.07242708548811e-36,"C2","ARL5A"
"CPT1A",3.97625817488407e-41,0.27671278222295,0.199,0.163,1.33355746669262e-36,"C2","CPT1A"
"PSTPIP1.1",6.44733953262166e-41,0.284274173286677,0.271,0.24,2.16230873245065e-36,"C2","PSTPIP1"
"LMAN2.1",6.6286213550718e-41,0.255729954112015,0.466,0.478,2.22310703006398e-36,"C2","LMAN2"
"RNF166.1",6.77802371734315e-41,0.283530510744578,0.269,0.238,2.27321359432254e-36,"C2","RNF166"
"NPRL2",1.0498521665548e-40,0.253561811731739,0.167,0.131,3.5209941961915e-36,"C2","NPRL2"
"PRKAR1A.1",1.09090019662402e-40,0.279322622747815,0.369,0.353,3.65866107943764e-36,"C2","PRKAR1A"
"PTBP3.1",1.03006868618255e-39,0.27549704433777,0.379,0.371,3.45464435971903e-35,"C2","PTBP3"
"RAB8A.1",2.46655030891468e-39,0.271218013659963,0.348,0.335,8.27231642603804e-35,"C2","RAB8A"
"FKBP2.1",1.19444921665595e-38,0.303981045713391,0.386,0.376,4.00594378282073e-34,"C2","FKBP2"
"IKBKG",2.54419755982845e-38,0.253347943097282,0.195,0.161,8.53272977615265e-34,"C2","IKBKG"
"RNF125.1",3.1797877748887e-38,0.286668021123627,0.302,0.278,1.06643722394217e-33,"C2","RNF125"
"LASP1.1",6.81800126781423e-38,0.271867345009133,0.228,0.195,2.28662126519954e-33,"C2","LASP1"
"ANKRD44",2.68143131495745e-37,0.269992384514061,0.364,0.352,8.99298434410429e-33,"C2","ANKRD44"
"SLAMF6.1",3.60169408247618e-37,0.270372444321828,0.227,0.193,1.20793616138086e-32,"C2","SLAMF6"
"PTPRA",9.14951216523315e-37,0.277190406628359,0.265,0.237,3.06856338997589e-32,"C2","PTPRA"
"UHMK1",5.92059577591469e-36,0.270811393988304,0.404,0.408,1.98564941132627e-31,"C2","UHMK1"
"TRANK1",1.13008548595392e-35,0.251834889837534,0.22,0.188,3.79008070279226e-31,"C2","TRANK1"
"SRPRA",1.79208174603189e-35,0.264088943816779,0.403,0.405,6.01028375984174e-31,"C2","SRPRA"
"SELENOS.1",7.26095628366478e-35,0.268594085461459,0.335,0.317,2.43517951841549e-30,"C2","SELENOS"
"ADAM10",2.56771900352863e-34,0.259940558937263,0.258,0.232,8.6116159940343e-30,"C2","ADAM10"
"RASSF5",1.20539167933817e-33,0.256589096640929,0.424,0.428,4.04264261416436e-29,"C2","RASSF5"
"ZNF22",1.84525728019309e-33,0.273455957068073,0.315,0.298,6.18862386631158e-29,"C2","ZNF22"
"RNF115.1",5.15477945975951e-33,0.261899582840799,0.277,0.254,1.72880993521414e-28,"C2","RNF115"
"HERPUD2.1",1.94347016775264e-32,0.274308736270493,0.333,0.32,6.51801024860882e-28,"C2","HERPUD2"
"CPNE3",2.42214886149396e-32,0.274652543498989,0.338,0.329,8.12340285167846e-28,"C2","CPNE3"
"STK38",1.01968230821611e-31,0.282868439734406,0.366,0.36,3.4198105252952e-27,"C2","STK38"
"ARIH2.1",1.54788192847481e-31,0.270276672773149,0.365,0.363,5.19128641171882e-27,"C2","ARIH2"
"MAPRE2",4.01179080521288e-31,0.261428407313623,0.261,0.239,1.3454744002523e-26,"C2","MAPRE2"
"DYNC1H1.1",4.31316774376518e-31,0.257856430664605,0.32,0.306,1.44655019790397e-26,"C2","DYNC1H1"
"SAMD9.1",5.83691919589372e-31,0.266116813827647,0.3,0.281,1.95758595991883e-26,"C2","SAMD9"
"FAM111A",2.1470157683727e-30,0.250470653279807,0.214,0.186,7.20066148396836e-26,"C2","FAM111A"
"SRPK2",2.30332515392511e-30,0.256409213175492,0.338,0.329,7.72489190123404e-26,"C2","SRPK2"
"RGS19.1",4.88706651221946e-30,0.251038223798629,0.408,0.409,1.63902436686816e-25,"C2","RGS19"
"TRAC.1",5.58474285034824e-30,0.309354256031438,0.412,0.413,1.87301105714979e-25,"C2","TRAC"
"ERLEC1.1",1.04252270368951e-29,0.261914025703113,0.333,0.323,3.49641264363387e-25,"C2","ERLEC1"
"DNAJB14",5.95530154809198e-28,0.253872423634662,0.279,0.262,1.99728903319909e-23,"C2","DNAJB14"
"VPS4B.1",2.68916314884255e-27,0.254226679290956,0.315,0.305,9.01891536858816e-23,"C2","VPS4B"
"CCSER2.1",2.69307029431244e-27,0.250930553366791,0.359,0.355,9.03201915306507e-23,"C2","CCSER2"
"C7orf50",2.16084440986391e-26,0.256336499441001,0.31,0.297,7.24703998180157e-22,"C2","C7orf50"
"APOL6.1",6.83898956466938e-26,0.252698267750667,0.269,0.25,2.29366032019882e-21,"C2","APOL6"
"CCDC69",6.96629351610298e-26,0.261314761659145,0.31,0.3,2.33635551943062e-21,"C2","CCDC69"
"GOLGA4.1",8.93873970091293e-26,0.25044161041626,0.316,0.306,2.99787452089218e-21,"C2","GOLGA4"
"MIER1.1",9.25508124270738e-26,0.255317272785738,0.335,0.33,3.1039691471792e-21,"C2","MIER1"
"FABP5.1",5.34212456632248e-25,-0.42983641662803,0.142,0.188,1.79164173705323e-20,"C2","FABP5"
"PEPD",1.00540526777485e-22,0.251319586099482,0.251,0.238,3.3719281870633e-18,"C2","PEPD"
"BPTF.1",8.36958370175493e-20,0.259580884292524,0.323,0.321,2.80699098189457e-15,"C2","BPTF"
"CSTB.1",2.5507622960206e-15,-0.403450940758616,0.571,0.668,8.55474658839389e-11,"C2","CSTB"
"CD7",1.12584539826755e-14,0.258357219250235,0.749,0.767,3.7758602967097e-10,"C2","CD7"
"CRIP1.1",6.38149258981859e-08,-0.334603627293545,0.911,0.895,0.00214022498477336,"C2","CRIP1"
"S100A11.1",5.67541893209872e-05,-0.28714371806929,0.801,0.773,1,"C2","S100A11"
"LINC02446.2",0,1.86408640405576,0.658,0.075,0,"C3","LINC02446"
"CD8B.2",0,1.69902871213855,0.908,0.226,0,"C3","CD8B"
"CCR7.2",0,1.27196112243254,0.897,0.421,0,"C3","CCR7"
"S100B",0,1.18843873942964,0.275,0.021,0,"C3","S100B"
"NELL2.1",0,1.03173761453049,0.601,0.138,0,"C3","NELL2"
"LEF1.2",0,0.96889614358272,0.819,0.383,0,"C3","LEF1"
"TCF7.2",0,0.904729992932903,0.849,0.429,0,"C3","TCF7"
"SELL.2",0,0.881302732990135,0.93,0.568,0,"C3","SELL"
"MT-ND4L.1",0,0.832150584297195,0.953,0.882,0,"C3","MT-ND4L"
"NUCB2.1",0,0.752776900483879,0.713,0.346,0,"C3","NUCB2"
"PASK.1",0,0.740981719729908,0.534,0.181,0,"C3","PASK"
"RPS10.2",0,0.715941319203401,0.993,0.952,0,"C3","RPS10"
"CD248",0,0.691950251371778,0.304,0.008,0,"C3","CD248"
"RPS5.2",0,0.646714224865623,1,0.98,0,"C3","RPS5"
"LDLRAP1.2",0,0.645742088245578,0.596,0.258,0,"C3","LDLRAP1"
"NT5E",0,0.645712191177872,0.299,0.014,0,"C3","NT5E"
"EEF1B2.2",0,0.642322773640839,0.999,0.958,0,"C3","EEF1B2"
"CPA5",0,0.608936369187462,0.248,0.025,0,"C3","CPA5"
"RPS12.2",0,0.600896851341402,1,0.991,0,"C3","RPS12"
"RPS8.2",0,0.598604021020951,1,0.991,0,"C3","RPS8"
"RPS13.2",0,0.590017748563447,1,0.989,0,"C3","RPS13"
